PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona_Renta;REV_Garantia;Averia_grave;QUEJA_CAC;EDAD_COCHE;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
J;TIPO7;FUEL 2;Alta;M;Contado;OTROS;Otro;Empresa;Navarra;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;3;0;22212;7;39
J;TIPO7;FUEL 2;Alta;M;Otros;OTROS;Otro;Empresa;Alicante;NO;NO;NO;Alto;NO DATA;Averia grave;NO;10;226;11561;7;38
J;TIPO7;FUEL 2;Alta;M;Contado;SOLTERO;M;Empresa;Teruel;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1;927;17883;3;62
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Murcia;NO;SI;NO;Medio;NO DATA;Averia grave;NO;16;0;15930;3;48
J;TIPO7;FUEL 2;Alta;M;Financiera Banco;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;3;0;14852;3;51
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;15;927;24041;3;61
J;TIPO7;FUEL 2;Alta;M;Financiera Banco;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;4;0;11994;6;39
J;TIPO7;FUEL 2;Alta;M;Financiera Banco;CASADO;M;Empresa;Malaga;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;2;1453;10299;4;62
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Otros;NO DATA;Averia grave;SI;9;908;18640;6;37
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio;SI;Averia leve;NO;2;765;13077;5;56
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Otros;NO DATA;Averia muy grave;SI;3;831;18112;7;39
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;6;927;23243;7;59
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;F;Empresa;Madrid;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;8;0;13000;4;52
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Palencia;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;1;920;16079;6;61
J;TIPO7;FUEL 2;Alta;M;Otros;CASADO;F;Autonomo;Alicante;NO;SI;NO;Medio-Bajo;NO DATA;Averia grave;NO;7;1453;9834;5;45
J;TIPO7;FUEL 2;Alta;M;Otros;OTROS;Otro;Empresa;Barcelona;NO;NO;NO;Medio;SI;Averia muy grave;SI;12;0;17708;7;54
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;F;Empresa;Cantabria;NO;NO;NO;Medio;SI;Averia grave;SI;19;5574;14902;2;49
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Autonomo;Lugo;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4;0;16703;6;50
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;F;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;9;4544;15275;3;45
J;TIPO7;FUEL 2;Alta;M;Financiera Banco;CASADO;F;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;19;1453;9658;5;59
J;TIPO7;FUEL 2;Alta;M;Financiera Banco;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;Averia grave;SI;19;2180;38331;2;38
J;TIPO7;FUEL 2;Alta;M;Financiera Banco;CASADO;M;Empresa;Lacoruna;SI;NO;NO;Medio;SI;Averia grave;SI;14;4544;21451;4;42
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Funcionario;Leon;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;14;4544;24008;2;42
J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;6;1453;14558;5;62
J;TIPO7;FUEL 2;Alta;M;Financiera Marca;CASADO;M;Empresa;Alicante;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;15;4544;14504;2;38
J;TIPO7;FUEL 2;Alta;M;Otros;SOLTERO;M;Empresa;Sevilla;NO;SI;NO;Alto;NO DATA;Averia grave;NO;4;1453;13117;4;52
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;SI;8;4107;19434;9;41
D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Murcia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3;0;8255;7;29
D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Valladolid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;4;3798;6364;5;50
D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Granada;NO;NO;NO;Otros;NO DATA;Averia grave;SI;2;0;4694;9;51
D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Otros;SI;No;NO;5;1301;13325;9;46
D;TIPO6;FUEL 2;Alta;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;8;3982;21158;5;52
D;TIPO6;FUEL 2;Alta;M;Otros;CASADO;M;Empresa;Malaga;SI;NO;NO;Otros;NO DATA;No;NO;10;4309;21407;5;46
D;TIPO6;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Otros;NO DATA;Averia leve;NO;19;4480;17988;4;50
D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Funcionario;Lacoruna;NO;SI;NO;Otros;NO DATA;Averia grave;NO;12;2944;19939;6;53
D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Leon;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;13;2326;18055;5;34
D;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Albacete;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;19;0;14470;8;21
D;TIPO6;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;Otros;SI;Averia leve;NO;16;0;7139;5;39
D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;18;3180;13043;9;44
D;TIPO6;FUEL 2;Media;M;Otros;CASADO;M;Funcionario;Pontevedra;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;12;1877;11125;9;39
D;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Murcia;NO;NO;NO;Medio;NO DATA;Averia grave;NO;17;5459;31358;7;45
D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;4;0;18707;9;37
D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Almeria;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;7;0;21883;5;38
D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;3;3639;27014;4;58
D;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Cadiz;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;4;3743;18811;7;59
D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Lacoruna;SI;NO;NO;Alto;SI;Averia muy grave;SI;7;0;14629;4;45
D;TIPO6;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;14;960;8537;9;61
D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;No;NO;1;581;5343;8;45
D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Guipuzcua;NO;NO;NO;Medio;NO DATA;Averia leve;NO;6;0;8071;7;52
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio-Bajo;SI;No;NO;13;547;8816;4;45
D;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Sevilla;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;14;547;8210;8;47
D;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Valladolid;NO;NO;NO;Medio;NO DATA;Averia leve;NO;4;0;8374;6;49
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;Otros;SI;No;NO;15;0;13327;9;41
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;17;4059;17120;9;44
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Cadiz;SI;NO;NO;Medio;SI;No;NO;14;0;12091;6;41
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Lugo;NO;NO;NO;Alto;SI;No;SI;8;1641;7268;8;51
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Otros;NO DATA;No;NO;9;1641;11996;4;48
D;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Zaragoza;SI;NO;NO;Alto;SI;No;NO;6;1641;17776;7;39
D;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Pontevedra;NO;NO;NO;Otros;SI;No;SI;13;1641;3916;4;62
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia grave;NO;9;1641;20256;6;60
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Burgos;SI;SI;NO;Medio;SI;No;NO;18;4328;10086;4;58
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Tarragona;NO;NO;NO;Otros;SI;No;NO;1;3503;9275;4;55
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Funcionario;Madrid;NO;SI;NO;Medio;NO DATA;No;NO;6;2854;12309;4;52
D;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;7;2267;19212;4;55
D;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Cadiz;NO;NO;NO;Otros;NO DATA;No;NO;5;927;18881;4;31
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;No;NO;6;0;15237;6;42
D;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Granada;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;16;0;18148;8;47
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Funcionario;Alicante;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;10;1301;16891;6;49
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;F;Empresa;Guipuzcua;SI;SI;NO;Otros;NO DATA;Averia muy grave;SI;3;0;7420;7;41
D;TIPO1;FUEL 2;Alta;M;Otros;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio;NO DATA;Averia leve;SI;9;2944;9057;7;39
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;Averia grave;NO;4;1708;16942;6;60
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Leon;NO;SI;NO;Medio-Bajo;NO DATA;Averia leve;NO;6;1708;10808;7;58
D;TIPO1;FUEL 2;Alta;M;Contado;SOLTERO;M;Empresa;Vizcaya;SI;NO;NO;Medio;SI;Averia muy grave;SI;3;2635;8090;7;42
D;TIPO1;FUEL 2;Alta;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;6;3072;20812;7;51
D;TIPO1;FUEL 2;Alta;M;Otros;SOLTERO;M;Empresa;Sevilla;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;1;4309;17012;6;59
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;16;6625;21537;4;48
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Burgos;NO;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;18;5484;14950;6;59
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Lugo;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;19;2850;9515;7;71
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;12;5731;7024;6;45
D;TIPO1;FUEL 2;Alta;M;Otros;SOLTERO;M;Funcionario;Sevilla;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;5;3415;13222;7;69
D;TIPO1;FUEL 2;Alta;M;Otros;CASADO;M;Empresa;Sevilla;SI;NO;NO;Otros;NO DATA;Averia leve;SI;4;3415;23442;5;56
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Orense;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1;4907;6489;4;45
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;Averia leve;NO;11;6269;14003;5;43
D;TIPO1;FUEL 2;Alta;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;16;4907;26505;7;60
D;TIPO1;FUEL 2;Alta;M;Financiera Banco;CASADO;M;Empresa;Lacoruna;SI;SI;NO;Otros;NO DATA;Averia leve;SI;17;7206;18322;7;59
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Funcionario;Barcelona;SI;NO;NO;Alto;SI;Averia leve;NO;8;3670;7186;4;59
D;TIPO1;FUEL 2;Alta;M;Otros;CASADO;M;Empresa;Salamanca;NO;NO;NO;Alto;SI;Averia muy grave;SI;16;4651;10739;6;42
D;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Toledo;NO;NO;NO;Medio-Bajo;SI;No;SI;16;0;23111;7;48
D;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Huelva;NO;NO;NO;Otros;SI;Averia muy grave;SI;6;2279;17688;6;43
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;Averia grave;NO;16;1708;10362;4;61
D;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Badajoz;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;19;2850;29623;7;57
D;TIPO1;FUEL 2;Media;M;Otros;OTROS;M;Empresa;Sevilla;SI;NO;NO;Otros;SI;Averia muy grave;SI;9;0;9161;9;47
D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Valladolid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;15;0;7614;4;53
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Funcionario;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;9;0;15626;7;40
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;6;0;14443;7;49
D;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Pontevedra;SI;NO;NO;Otros;SI;Averia muy grave;SI;18;0;20024;9;59
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Asturias;SI;NO;NO;Otros;NO DATA;No;NO;10;0;14285;8;53
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Valencia;SI;NO;NO;Medio;NO DATA;No;NO;18;0;15606;6;60
D;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Funcionario;Huelva;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;10;2135;14279;6;44
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Otros;SI;Averia grave;NO;5;960;10787;9;39
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;12;5345;8941;4;34
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;10;0;11141;7;46
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Funcionario;Lugo;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;12;0;15953;4;39
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia grave;NO;12;0;4847;7;46
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;5;731;18977;5;52
D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Funcionario;Lacoruna;SI;NO;NO;Alto;SI;Averia muy grave;SI;7;927;22916;7;23
D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Zaragoza;NO;SI;NO;Medio-Bajo;NO DATA;Averia leve;NO;7;1111;13085;7;66
D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Avila;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1;1329;20407;7;63
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lacoruna;SI;NO;NO;Otros;NO DATA;Averia muy grave;SI;14;2135;24855;4;47
D;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Sevilla;NO;NO;NO;Alto;SI;Averia muy grave;SI;10;856;25310;6;59
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Malaga;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;SI;7;1413;22155;8;40
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cadiz;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;10;1370;16121;7;69
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;19;0;17998;6;46
D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;1;1370;12900;5;26
D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Asturias;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;12;0;15665;9;55
D;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Badajoz;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;14;0;25310;7;59
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Orense;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;9;0;13851;4;59
D;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;2;0;19818;6;54
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Badajoz;SI;NO;NO;Otros;NO DATA;Averia muy grave;SI;6;0;14214;7;40
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Asturias;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;16;1370;35749;2;40
D;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;15;0;24533;6;37
D;TIPO1;FUEL 2;Media;M;Contado;OTROS;Otro;Empresa;Alicante;SI;NO;NO;Otros;NO DATA;Averia muy grave;SI;16;0;10596;7;55
D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Baleares;SI;SI;NO;Alto;NO DATA;Averia grave;NO;7;1752;13644;8;21
D;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Murcia;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;17;0;73308;6;62
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;10;0;28905;9;39
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia muy grave;SI;16;581;10087;4;48
D;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Lerida;NO;NO;NO;Alto;NO DATA;No;SI;17;0;0;6;25
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Pontevedra;SI;SI;NO;Otros;NO DATA;No;NO;7;0;17467;5;41
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;Alto;NO DATA;No;NO;18;0;13903;4;44
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Tarragona;NO;NO;NO;Medio;NO DATA;No;SI;12;0;5986;7;46
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Segovia;SI;NO;NO;Alto;NO DATA;No;NO;11;1546;10324;6;57
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Cantabria;NO;NO;NO;Alto;SI;Averia muy grave;SI;4;1641;14997;8;57
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;4;1641;15745;4;54
D;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Castellon;NO;NO;NO;Medio;NO DATA;No;NO;3;1641;25628;7;54
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;SI;NO;Medio;NO DATA;Averia muy grave;SI;18;3425;18212;6;55
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Alava;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;8;2477;7930;4;55
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio;SI;No;NO;10;3425;5213;5;60
D;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;2;0;14543;9;47
D;TIPO1;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;3;0;6750;8;40
D;TIPO1;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Burgos;NO;NO;NO;Medio;NO DATA;Averia grave;NO;13;697;8085;9;51
D;TIPO1;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;NO;7;0;19275;7;52
D;TIPO1;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;15;1641;4468;6;51
D;TIPO8;FUEL 2;Alta;M;Otros;CASADO;M;Empresa;Sevilla;NO;NO;NO;Medio;SI;Averia grave;SI;11;3690;14339;4;57
D;TIPO8;FUEL 2;Alta;M;Otros;SOLTERO;M;Empresa;Guadalajara;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;7;0;19669;4;55
D;TIPO8;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Guipuzcua;SI;SI;NO;Medio;NO DATA;Averia muy grave;SI;15;3447;21358;3;52
D;TIPO8;FUEL 2;Alta;M;Otros;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;15;5167;28326;7;42
D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Salamanca;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;12;0;17938;8;48
D;TIPO8;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;7;0;0;5;43
D;TIPO8;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;16;0;24934;6;40
D;TIPO8;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cantabria;SI;NO;NO;Alto;SI;Averia muy grave;SI;7;0;11228;4;54
D;TIPO8;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;6;2760;23958;4;59
D;TIPO8;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Navarra;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;19;0;10085;7;60
D;TIPO8;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;15;4411;13471;4;57
D;TIPO6;FUEL 1;Media;M;Contado;EN PAREJA;F;Empresa;Las Palmas;NO;SI;NO;Otros;NO DATA;No;NO;7;3023;10900;2;52
D;TIPO6;FUEL 2;Alta;M;Contado;SOLTERO;M;Empresa;La Rioja;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;14;4437;12744;7;60
D;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Cadiz;NO;NO;NO;Otros;NO DATA;Averia grave;NO;1;2772;0;6;53
D;TIPO6;FUEL 2;Media;M;Financiera Banco;SOLTERO;F;Empresa;Almeria;NO;NO;NO;Otros;SI;Averia muy grave;SI;4;4031;14933;4;61
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Teruel;NO;NO;NO;Otros;SI;No;NO;9;2854;6895;6;45
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;7;4915;6978;2;59
D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Murcia;NO;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;16;5566;13390;5;46
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;11;4053;14080;4;48
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio;NO DATA;Averia grave;NO;6;1877;15571;5;48
D;TIPO1;FUEL 2;Alta;M;Financiera Banco;CASADO;M;Empresa;Madrid;NO;NO;NO;Otros;NO DATA;Averia grave;NO;9;1259;11136;7;54
D;TIPO1;FUEL 2;Alta;M;Contado;SOLTERO;M;Empresa;Burgos;NO;NO;NO;Alto;SI;Averia grave;NO;6;5209;17138;5;62
D;TIPO1;FUEL 2;Alta;M;Financiera Banco;SOLTERO;M;Empresa;Cordoba;NO;NO;NO;Otros;SI;Averia grave;NO;13;5209;15846;7;39
D;TIPO1;FUEL 2;Alta;M;Otros;OTROS;Otro;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;17;7554;37705;4;51
D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;NO DATA;No;NO;15;6555;0;2;44
