PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona_Renta;REV_Garantia;Averia_grave;QUEJA_CAC;EDAD_COCHE;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Albacete;NO;NO;SI;Otros;NO DATA;No;NO;8;2966;0;1;60
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;Otros;NO DATA;No;NO;8;2966;0;1;65
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;SI;11;2131;0;2;32
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;SI;Otros;NO DATA;Averia muy grave;SI;18;2966;0;0;62
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Funcionario;Barcelona;SI;NO;SI;Otros;NO DATA;No;NO;6;2966;0;1;27
I;TIPO7;FUEL 2;Media;M;Otros;OTROS;M;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;17;2131;0;0;31
I;TIPO7;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Las Palmas;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;18;2337;0;0;36
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;NO;NO;SI;Otros;NO DATA;No;NO;7;2966;0;0;22
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Huesca;NO;NO;SI;Otros;NO DATA;No;NO;14;2966;0;1;34
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Otros;NO DATA;No;NO;16;2131;0;0;33
I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Murcia;NO;NO;NO;Otros;NO DATA;No;NO;11;2131;0;1;39
I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Otros;NO DATA;No;NO;12;2337;0;2;50
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Toledo;NO;NO;NO;Otros;NO DATA;No;NO;14;2131;0;0;25
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Navarra;NO;NO;NO;Otros;NO DATA;No;NO;18;2131;0;1;56
I;TIPO7;FUEL 2;Media;M;Financiera Marca;EN PAREJA;F;Funcionario;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;18;2966;0;0;32
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;8;2966;0;0;37
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;3;2966;0;1;32
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Autonomo;Lugo;SI;NO;SI;Otros;NO DATA;No;NO;11;2966;0;1;44
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;NO;NO;SI;Otros;NO DATA;No;NO;5;2966;0;0;65
I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Lacoruna;NO;NO;SI;Otros;NO DATA;No;NO;12;3196;0;1;34
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;Otros;NO DATA;No;NO;7;2966;0;1;28
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Valencia;SI;NO;NO;Otros;NO DATA;No;NO;7;2131;0;1;63
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;SI;Otros;NO DATA;No;NO;14;3196;0;0;36
I;TIPO7;FUEL 2;Media;M;Financiera Marca;OTROS;F;Empresa;Lacoruna;SI;NO;SI;Otros;NO DATA;No;NO;10;2131;0;0;48
I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Almeria;NO;NO;NO;Otros;NO DATA;No;SI;4;2131;0;1;57
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;SI;Otros;NO DATA;No;NO;4;2131;0;1;51
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Burgos;NO;NO;SI;Otros;NO DATA;No;NO;11;2966;0;1;22
I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Alicante;NO;NO;SI;Otros;NO DATA;No;NO;12;3196;0;0;51
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;NO;NO;SI;Otros;NO DATA;No;NO;19;2966;0;0;28
I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Almeria;NO;NO;NO;Otros;NO DATA;No;NO;5;2131;0;0;36
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Otros;NO DATA;No;NO;4;2966;0;1;31
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;4;2966;0;0;22
I;TIPO7;FUEL 2;Media;A;Financiera Marca;EN PAREJA;F;Empresa;Alava;NO;NO;NO;Medio;NO DATA;Averia grave;NO;5;0;8629;2;45
I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio-Bajo;NO DATA;Averia grave;SI;16;1230;12633;2;58
I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Funcionario;Cordoba;NO;SI;NO;Medio;SI;Averia grave;SI;18;1230;12536;2;60
I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Baleares;NO;SI;NO;Otros;NO DATA;Averia muy grave;SI;19;1846;39584;0;56
I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Funcionario;Gerona;SI;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;10;2048;24672;3;62
I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Valencia;NO;NO;NO;Medio;SI;Averia grave;NO;5;3079;21390;2;48
I;TIPO7;FUEL 2;Media;A;Contado;SOLTERO;F;Empresa;Gerona;NO;NO;NO;Alto;SI;Averia muy grave;SI;15;2048;9621;3;54
I;TIPO7;FUEL 2;Media;A;Financiera Banco;CASADO;F;Empresa;Barcelona;NO;SI;NO;Medio;SI;Averia leve;NO;14;2048;9635;2;48
I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia leve;NO;16;2048;6723;2;58
I;TIPO7;FUEL 2;Media;A;Otros;CASADO;F;Autonomo;Alava;SI;NO;NO;Medio;SI;No;NO;6;4000;20399;2;49
I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia leve;NO;12;2048;15309;2;42
I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Asturias;SI;NO;NO;Medio;SI;Averia grave;NO;1;2048;8070;1;55
I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia grave;NO;8;2048;9981;2;57
I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Navarra;NO;NO;NO;Medio;SI;Averia grave;NO;1;2048;11133;2;60
I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Gerona;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;4;4000;13581;1;56
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;16;3054;19170;2;60
I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;SI;14;2048;15860;2;48
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;F;Empresa;Albacete;SI;NO;NO;Medio;NO DATA;No;NO;12;3054;0;2;33
I;TIPO7;FUEL 2;Media;A;Financiera Marca;OTROS;F;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;10;3054;0;1;60
I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;10;2048;0;1;38
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Albacete;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;7;3054;0;0;62
I;TIPO7;FUEL 2;Media;A;Financiera Marca;SOLTERO;M;Funcionario;Barcelona;NO;NO;SI;Alto;NO DATA;No;SI;9;2883;0;1;68
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Autonomo;Cordoba;NO;NO;SI;Otros;NO DATA;No;NO;9;2883;0;1;40
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Cantabria;NO;NO;SI;Otros;NO DATA;No;NO;8;2883;0;1;64
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;3;2883;0;0;37
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;F;Empresa;Navarra;NO;NO;SI;Otros;NO DATA;No;NO;13;2883;0;1;62
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Zamora;NO;NO;SI;Otros;NO DATA;No;NO;19;2883;0;0;28
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;F;Empresa;Pontevedra;NO;NO;SI;Otros;NO DATA;No;NO;13;2883;0;1;62
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;F;Empresa;Valladolid;NO;NO;SI;Otros;NO DATA;No;SI;8;2883;0;0;45
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Alto;SI;No;NO;14;2048;14699;1;55
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;19;4000;8978;2;52
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;17;2048;18712;1;58
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;SOLTERO;F;Empresa;Barcelona;SI;NO;SI;Alto;SI;No;NO;2;4000;12443;2;38
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;4;3054;18401;2;41
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Navarra;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;14;2048;0;1;45
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;NO;Alto;SI;Averia grave;NO;7;3054;27409;1;47
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;4;2048;13613;1;55
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Autonomo;Cordoba;SI;NO;NO;Medio;SI;Averia muy grave;SI;7;5508;6674;1;57
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;SOLTERO;M;Empresa;Baleares;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;18;3054;0;2;67
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Navarra;NO;NO;NO;Alto;NO DATA;No;NO;16;2048;0;2;54
I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Guipuzcua;NO;NO;NO;Otros;SI;No;NO;15;2048;13560;2;39
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Teruel;SI;NO;NO;Medio-Bajo;SI;No;NO;10;4000;23701;1;55
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;4;3054;0;1;60
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;16;5508;0;1;43
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;19;3054;0;2;62
I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Guipuzcua;NO;NO;NO;Medio;NO DATA;No;NO;17;2048;0;1;61
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Guadalajara;SI;NO;NO;Otros;NO DATA;No;NO;4;3054;0;1;58
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Gerona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;10;2048;0;1;29
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;No;NO;9;4000;0;1;52
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;Averia grave;NO;2;3054;0;0;42
I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Guipuzcua;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;9;2048;0;2;37
I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio;NO DATA;No;NO;3;2048;0;1;35
I;TIPO7;FUEL 1;Alta;M;Financiera Banco;CASADO;F;Funcionario;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;7;4000;0;1;37
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia grave;NO;14;2048;0;1;40
I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio;NO DATA;No;NO;5;2048;0;1;64
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;7;2048;0;1;25
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;NO;NO;SI;Otros;NO DATA;No;NO;4;2883;0;1;33
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Valencia;NO;NO;SI;Otros;NO DATA;No;NO;13;2883;0;1;42
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;SOLTERO;F;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;17;2883;0;0;25
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;7;2883;0;0;26
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Otros;NO DATA;No;NO;7;2048;0;1;21
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;2;2883;0;0;67
I;TIPO7;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Lacoruna;NO;NO;SI;Otros;NO DATA;No;NO;5;3072;0;1;41
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Pontevedra;NO;NO;NO;Otros;NO DATA;No;NO;11;2048;0;1;25
I;TIPO7;FUEL 1;Alta;M;Contado;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Otros;NO DATA;No;NO;15;2048;0;0;52
I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;15;3072;0;1;41
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;5;2883;0;1;34
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;19;2883;0;0;55
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;Otros;NO DATA;No;NO;18;2048;0;1;57
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Alava;NO;NO;SI;Otros;NO DATA;No;NO;7;2883;0;1;64
I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Tarragona;NO;NO;NO;Otros;NO DATA;No;NO;14;2048;0;1;63
I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;F;Empresa;Zaragoza;NO;NO;NO;Otros;NO DATA;No;NO;12;2048;0;0;33
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Autonomo;Burgos;NO;NO;SI;Otros;NO DATA;No;NO;13;2048;0;1;48
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Vizcaya;NO;NO;SI;Otros;NO DATA;No;NO;17;2883;0;0;52
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Autonomo;Burgos;NO;NO;SI;Otros;NO DATA;No;NO;6;2883;0;0;21
I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Funcionario;Santa Cruz de Tenerife;NO;NO;SI;Otros;NO DATA;No;NO;3;3381;0;0;68
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Sevilla;NO;NO;SI;Otros;NO DATA;No;NO;19;2883;0;0;62
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Cantabria;NO;NO;SI;Otros;NO DATA;No;NO;8;2883;0;1;38
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Funcionario;Cordoba;NO;NO;SI;Otros;NO DATA;No;NO;17;2883;0;1;51
I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;NO;NO;SI;Otros;NO DATA;No;NO;14;2883;0;1;41
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;SI;Averia grave;NO;19;1230;16573;2;58
I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;SI;SI;NO;Medio;SI;Averia muy grave;SI;7;841;17021;4;62
I;TIPO7;FUEL 1;Alta;M;Financiera Banco;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Medio;SI;No;NO;12;0;16684;4;58
I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia grave;NO;17;0;12684;2;47
I;TIPO7;FUEL 1;Alta;A;Contado;OTROS;M;Empresa;Malaga;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;8;0;6478;4;37
I;TIPO7;FUEL 1;Alta;A;Otros;CASADO;M;Empresa;Guipuzcua;NO;SI;NO;Alto;SI;No;NO;4;927;14284;4;62
I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Otros;SI;Averia muy grave;SI;15;1230;9158;2;46
I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;7;2048;5727;2;37
I;TIPO7;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;NO;Alto;SI;No;SI;15;3054;10801;2;50
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Alava;NO;NO;NO;Otros;SI;Averia grave;NO;17;0;26487;4;61
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;SI;NO;Alto;SI;Averia leve;NO;8;0;4137;4;40
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;SI;NO;Medio-Bajo;NO DATA;Averia grave;NO;11;841;20019;5;38
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia leve;NO;15;0;14974;3;47
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia grave;SI;10;1230;12377;4;43
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Malaga;NO;SI;NO;Alto;SI;Averia muy grave;SI;16;2048;11938;3;43
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Vizcaya;SI;NO;NO;Alto;SI;Averia muy grave;SI;1;4897;48028;4;57
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;3;3265;13113;2;55
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Alava;NO;SI;NO;Otros;SI;Averia grave;NO;8;2048;27598;2;50
I;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Funcionario;Guipuzcua;SI;NO;NO;Alto;NO DATA;Averia grave;NO;12;5508;0;2;28
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lerida;NO;SI;NO;Otros;SI;Averia muy grave;SI;16;3079;7470;3;53
I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Murcia;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;12;2048;9416;1;55
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Vizcaya;NO;NO;NO;Medio;SI;Averia leve;NO;2;2048;13944;2;46
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Badajoz;SI;NO;NO;Medio;SI;Averia muy grave;SI;2;5508;18456;2;45
I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Malaga;NO;NO;NO;Medio;SI;Averia grave;NO;1;2048;27948;2;54
I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Navarra;SI;NO;NO;Medio;SI;Averia grave;NO;2;4000;8229;2;45
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;19;4000;22706;2;53
I;TIPO7;FUEL 2;Media;M;Financiera Banco;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio;SI;No;SI;1;2048;21834;2;53
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Almeria;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;4;3054;0;1;26
I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio;SI;No;NO;13;2048;16975;1;49
I;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Segovia;SI;NO;NO;Alto;NO DATA;No;NO;19;3054;0;1;69
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;15;3054;0;2;46
I;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Burgos;SI;NO;NO;Medio;NO DATA;No;NO;12;3054;0;2;54
I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Teruel;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;15;2883;0;1;22
I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Leon;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;19;927;16091;3;46
I;TIPO7;FUEL 2;Media;A;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;3;0;0;4;42
I;TIPO7;FUEL 2;Media;A;Contado;OTROS;F;Empresa;Malaga;SI;NO;NO;Alto;SI;Averia grave;NO;11;4000;23980;2;53
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;F;Empresa;La Rioja;SI;NO;SI;Medio;NO DATA;No;NO;19;2048;0;2;22
I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Alicante;SI;NO;SI;Medio;NO DATA;No;NO;12;1435;0;1;23
I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;10;4000;0;2;42
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;13;841;12014;3;47
I;TIPO7;FUEL 2;Alta;A;Contado;EN PAREJA;F;Empresa;Malaga;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;5;0;10735;2;56
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;7;1230;12923;2;37
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;5;0;22308;4;57
I;TIPO7;FUEL 2;Alta;A;Contado;SOLTERO;F;Empresa;Cuenca;SI;NO;NO;Medio-Bajo;SI;Averia grave;SI;18;2048;22596;2;62
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Murcia;SI;NO;NO;Medio;SI;Averia grave;NO;8;3265;23708;3;62
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Valencia;SI;NO;NO;Alto;SI;Averia muy grave;SI;11;2048;8071;2;59
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Valladolid;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;8;2048;21508;2;41
I;TIPO7;FUEL 2;Alta;A;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia grave;NO;7;2048;14717;3;40
I;TIPO7;FUEL 2;Alta;A;Financiera Banco;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;13;2048;13887;2;60
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;OTROS;F;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;10;3054;27827;1;37
I;TIPO7;FUEL 2;Alta;A;Otros;CASADO;F;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;SI;No;NO;7;2048;25438;2;42
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Sevilla;SI;NO;SI;Medio;NO DATA;Averia muy grave;SI;16;2048;0;1;39
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia grave;NO;2;3054;23057;2;49
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Asturias;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;17;2048;0;1;68
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;SI;No;SI;15;4581;33005;1;55
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Gerona;SI;NO;NO;Alto;NO DATA;No;NO;16;2048;0;2;41
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;12;5508;0;1;62
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;1;3054;0;1;70
